[TEST START] TURBOPUMP INLET TELEMETRY
[WARN] SENSOR S1 (INLET_P) EXPERIENCING HIGH FREQUENCY INTERFERENCE
[T+0.010] INLET_P: 933.19 | PUMP_RPM: 94956 | BRG_TEMP: 120.9
[T+14.740] INLET_P: 66.86 | PUMP_RPM: 94989 | BRG_TEMP: 119.0
[T+14.750] INLET_P: -200.08 | PUMP_RPM: 94976 | BRG_TEMP: 119.1
[T+14.760] INLET_P: 164.26 | PUMP_RPM: 94972 | BRG_TEMP: 119.8
[T+14.770] INLET_P: -52.85 | PUMP_RPM: 95010 | BRG_TEMP: 119.1
[T+14.780] INLET_P: -147.29 | PUMP_RPM: 95048 | BRG_TEMP: 119.6
[T+14.790] INLET_P: 206.20 | PUMP_RPM: 95036 | BRG_TEMP: 120.5
[T+14.800] INLET_P: 69.57 | PUMP_RPM: 94959 | BRG_TEMP: 120.7
[T+14.810] INLET_P: 248.85 | PUMP_RPM: 95018 | BRG_TEMP: 119.2
[T+14.820] INLET_P: 335.51 | PUMP_RPM: 95017 | BRG_TEMP: 119.4
[T+14.830] INLET_P: 16.28 | PUMP_RPM: 95006 | BRG_TEMP: 120.7
[T+14.840] INLET_P: -33.70 | PUMP_RPM: 94954 | BRG_TEMP: 120.5
[T+14.850] INLET_P: -228.41 | PUMP_RPM: 95048 | BRG_TEMP: 120.0
[T+14.860] INLET_P: 321.70 | PUMP_RPM: 95041 | BRG_TEMP: 120.5
[T+14.870] INLET_P: 126.13 | PUMP_RPM: 94993 | BRG_TEMP: 119.5
[T+14.880] INLET_P: 269.86 | PUMP_RPM: 94958 | BRG_TEMP: 120.4
[T+14.890] INLET_P: -28.06 | PUMP_RPM: 95009 | BRG_TEMP: 119.3
[T+14.900] INLET_P: -143.26 | PUMP_RPM: 94998 | BRG_TEMP: 119.1
[T+14.910] INLET_P: -95.97 | PUMP_RPM: 94966 | BRG_TEMP: 119.1
[T+14.920] INLET_P: -304.03 | PUMP_RPM: 95032 | BRG_TEMP: 119.6
[T+14.930] INLET_P: 332.50 | PUMP_RPM: 95039 | BRG_TEMP: 121.0
[T+14.940] INLET_P: -23.08 | PUMP_RPM: 95047 | BRG_TEMP: 119.4
[T+14.950] INLET_P: -97.45 | PUMP_RPM: 94955 | BRG_TEMP: 120.9
[T+14.960] INLET_P: -327.73 | PUMP_RPM: 94975 | BRG_TEMP: 120.8
[T+14.970] INLET_P: -280.59 | PUMP_RPM: 94991 | BRG_TEMP: 119.7
[T+14.980] INLET_P: 277.99 | PUMP_RPM: 95015 | BRG_TEMP: 120.6
[T+14.990] INLET_P: -5.04 | PUMP_RPM: 95025 | BRG_TEMP: 120.8
[T+15.000] INLET_P: 208.82 | PUMP_RPM: 94957 | BRG_TEMP: 120.6
[T+15.010] SYS_ERR: CAVITATION_DETECTED
[T+15.020] SYS_ERR: PUMP_OVERSPEED_DESTRUCTION
